question_id,source_student_pdf,source_student_pdf_sha256,source_teacher_pdf,source_teacher_pdf_sha256,source_pages,stored_answer,source_answer,answer_match,asset_required,crop_mode,source_image_count,asset_path,width_px,height_px,asset_sha256,teacher_answer_mark_included,review_status,alt_text
20220424_091,산업안전기사20220424(학생용).pdf,3b6c27b72424a7c4e2f6406716f73802605038cd9fa82a086812718a41467d18,산업안전기사20220424(교사용).pdf,1b4c5de7b03b7b49b986ddbf69455c3454cd99dbab03af991e4ac4f6bc35452b,7,1,1,True,True,embedded-visual,1,src/assets/questions/industrial-safety/20220424_091.png,914,290,d9838587be375493147c9a71a8d7c030f522dc5e863523fd7a2615dc97f149a0,False,jpg 확필,산업안전보건법령상 다음 인화성 가스의 정의에서 ( ) 안에 알맞은 값은? 문항에 제시된 원본 표·수식·도형
20220424_097,산업안전기사20220424(학생용).pdf,3b6c27b72424a7c4e2f6406716f73802605038cd9fa82a086812718a41467d18,산업안전기사20220424(교사용).pdf,1b4c5de7b03b7b49b986ddbf69455c3454cd99dbab03af991e4ac4f6bc35452b,7,4,4,True,True,embedded-visual,1,src/assets/questions/industrial-safety/20220424_097.png,770,468,ea53825027bb1fae0258144ea3e7fdb9b89ef770633fb9da0ae6d957a1e03b91,False,jpg 확필,다음 표의 가스(A~D)를 위험도가 큰 것부터 작은 순으로 나열한 것은? 문항에 제시된 원본 표·수식·도형
20220305_022,산업안전기사20220305(학생용).pdf,2475e2eb73dec3220fea6f6324e25091f83ee9de0de63f89b590bd3acc91e033,산업안전기사20220305(교사용).pdf,b8bb9fc3d0a29730b75c8d87867e80f528986626e9769432b14de7102582e1a7,2,2,2,True,True,embedded-visual,1,src/assets/questions/industrial-safety/20220305_022.png,887,237,a89873bafd03811a85003cbbecb51be8fc4bb592593f26581effa06954bce42d,False,jpg 확필,"그림과 같은 시스템에서 부품 A, B, C, D의 신뢰도가 모두 r로 동일할 때 이 시스템의 신뢰도는? 문항에 제시된 원본 표·수식·도형"
20220305_014,산업안전기사20220305(학생용).pdf,2475e2eb73dec3220fea6f6324e25091f83ee9de0de63f89b590bd3acc91e033,산업안전기사20220305(교사용).pdf,b8bb9fc3d0a29730b75c8d87867e80f528986626e9769432b14de7102582e1a7,1,4,4,True,True,embedded-visual,1,src/assets/questions/industrial-safety/20220305_014.png,546,483,701d068cbdf23b1835fab349989fdf06933d726c9d7f7935c1a78fb0ee961715,False,jpg 확필,산업안전보건법령상 그림과 같은 기본 모형이 나타내는 안전·보건표시의 표시사항으로 옳은 것은? 문항에 제시된 원본 표·수식·도형
20220305_023,산업안전기사20220305(학생용).pdf,2475e2eb73dec3220fea6f6324e25091f83ee9de0de63f89b590bd3acc91e033,산업안전기사20220305(교사용).pdf,b8bb9fc3d0a29730b75c8d87867e80f528986626e9769432b14de7102582e1a7,2,2,2,True,True,embedded-visual,1,src/assets/questions/industrial-safety/20220305_023.png,984,391,df7403d83c745fdb41fbf2917609bd84bf7f7f973c2d722ef60cad0b3efcf442,False,jpg 확필,서브시스템 분석에 사용되는 분석방법으로 시스템 수명주기에서 ㉠에 들어갈 위험분석기법은? 문항에 제시된 원본 표·수식·도형
20220305_040,산업안전기사20220305(학생용).pdf,2475e2eb73dec3220fea6f6324e25091f83ee9de0de63f89b590bd3acc91e033,산업안전기사20220305(교사용).pdf,b8bb9fc3d0a29730b75c8d87867e80f528986626e9769432b14de7102582e1a7,3,3,3,True,True,embedded-visual,1,src/assets/questions/industrial-safety/20220305_040.png,959,228,bb59380928a40800f25e56be232c79ae9fc0747c552cbe57fd936ca26a6bad78,False,jpg 확필,James Reason의 원인적 휴먼에러 종류 중 다음 설명의 휴먼에러 종류는? 문항에 제시된 원본 표·수식·도형
20220305_084,산업안전기사20220305(학생용).pdf,2475e2eb73dec3220fea6f6324e25091f83ee9de0de63f89b590bd3acc91e033,산업안전기사20220305(교사용).pdf,b8bb9fc3d0a29730b75c8d87867e80f528986626e9769432b14de7102582e1a7,6,1,1,True,True,embedded-visual,1,src/assets/questions/industrial-safety/20220305_084.png,970,531,53c9086937e0fdfa7f5f9d09e536ab4fd62c7c9f5492ffb5aaa5828c57bd62fd,False,jpg 확필,다음 표와 같은 혼합가스의 폭발범위(vol%)로 옳은 것은? 문항에 제시된 원본 표·수식·도형
20210814_021,산업안전기사20210814(학생용).pdf,b6f2032e2e8e7cabdb638c87813dfc2b5b78cdc84a9e4b655ed2252411870ccd,산업안전기사20210814(교사용).pdf,00d93ff9509fe32cf500f249f5d2c7b46c85880fb12004fd2349a20f94792a96,2,2,2,True,True,embedded-visual,1,src/assets/questions/industrial-safety/20210814_021.png,938,158,adb5c7bbb531e9a4fefd2b73296b609fe671842efa0638291f1b5c34c995465f,False,jpg 확필,다음 상황은 인간실수의 분류 중 어느 것에 해당하는가? 문항에 제시된 원본 표·수식·도형
20210814_036,산업안전기사20210814(학생용).pdf,b6f2032e2e8e7cabdb638c87813dfc2b5b78cdc84a9e4b655ed2252411870ccd,산업안전기사20210814(교사용).pdf,00d93ff9509fe32cf500f249f5d2c7b46c85880fb12004fd2349a20f94792a96,3,3,3,True,True,embedded-visual,1,src/assets/questions/industrial-safety/20210814_036.png,1039,640,f6e2e222b0bb2988c25cac46df929b77ff36449095de1c6d9da86ed60b7dc2ff,False,jpg 확필,다음 그림에서 명료도 지수는? 문항에 제시된 원본 표·수식·도형
20210814_028,산업안전기사20210814(학생용).pdf,b6f2032e2e8e7cabdb638c87813dfc2b5b78cdc84a9e4b655ed2252411870ccd,산업안전기사20210814(교사용).pdf,00d93ff9509fe32cf500f249f5d2c7b46c85880fb12004fd2349a20f94792a96,2,1,1,True,True,embedded-visual,1,src/assets/questions/industrial-safety/20210814_028.png,671,547,a1e5bc5eca987758afd623672866f34875dddbe3c9f7bb7dd648b8d17b8b4d16,False,jpg 확필,FT도에서 최소 컷셋을 올바르게 구한 것은? 문항에 제시된 원본 표·수식·도형
20210814_033,산업안전기사20210814(학생용).pdf,b6f2032e2e8e7cabdb638c87813dfc2b5b78cdc84a9e4b655ed2252411870ccd,산업안전기사20210814(교사용).pdf,00d93ff9509fe32cf500f249f5d2c7b46c85880fb12004fd2349a20f94792a96,3,2,2,True,True,embedded-visual,4,src/assets/questions/industrial-safety/20210814_033.png,645,338,1dd5b19a355f06af906a2d26ad3977af653a6682f0b9291588b36b6c170c79b5,False,jpg 확필,FTA에서 사용되는 사상기호 중 결함사상을 나타낸 기호로 옳은 것은? 문항에 제시된 원본 표·수식·도형
20210814_062,산업안전기사20210814(학생용).pdf,b6f2032e2e8e7cabdb638c87813dfc2b5b78cdc84a9e4b655ed2252411870ccd,산업안전기사20210814(교사용).pdf,00d93ff9509fe32cf500f249f5d2c7b46c85880fb12004fd2349a20f94792a96,4+5,4,4,True,True,embedded-visual,1,src/assets/questions/industrial-safety/20210814_062.png,1024,380,23f59762934209eaf940ed431f96f4ec827f77c90b0799ae5bc31695279ec966,False,jpg 확필,전류가 흐르는 상태에서 단로기를 끊었을 때 파괴작용을 일으킨다. 유입차단기의 차단순서와 투입순서가 안전수칙에 가장 적합한 것은? 문항에 제시된 원본 표·수식·도형
20210307_031,산업안전기사20210307(학생용).pdf,24dd4b4bb2ca8438f62de243fefb351e483831417546650158920118a881b757,산업안전기사20210307(교사용).pdf,a685da97f1f6da5db3f8f22a833f7181de535233df7264df85e4d86edc516b93,2,1,1,True,True,embedded-visual,1,src/assets/questions/industrial-safety/20210307_031.png,1034,270,0afe18a7110012682c159d521acef837ba7eeaf96da7a83109db5c090d03ae61,False,jpg 확필,다음 시스템의 신뢰도 값은? 문항에 제시된 원본 표·수식·도형
20210307_039,산업안전기사20210307(학생용).pdf,24dd4b4bb2ca8438f62de243fefb351e483831417546650158920118a881b757,산업안전기사20210307(교사용).pdf,a685da97f1f6da5db3f8f22a833f7181de535233df7264df85e4d86edc516b93,3,2,2,True,True,embedded-visual,1,src/assets/questions/industrial-safety/20210307_039.png,749,112,9c9021bbd5667ca490210f0ab4447ff4d24d1bfa06b999c21dcb2af31d0c5618,False,jpg 확필,불(Boole) 대수의 정리를 나타낸 관계식으로 틀린 것은? 문항에 제시된 원본 표·수식·도형
20210307_033,산업안전기사20210307(학생용).pdf,24dd4b4bb2ca8438f62de243fefb351e483831417546650158920118a881b757,산업안전기사20210307(교사용).pdf,a685da97f1f6da5db3f8f22a833f7181de535233df7264df85e4d86edc516b93,3,1,1,True,True,embedded-visual,1,src/assets/questions/industrial-safety/20210307_033.png,461,507,7d41a547e3391c4f0279b3b4c70560c271b12121d647ce0604f0465d518e0f1e,False,jpg 확필,"그림과 같은 FT도에서 정상사상 T의 발생 확률은? (단, X1, X2, X3의 발생 확률은 각각 0.1, 0.15, 0.1이다.) 문항에 제시된 원본 표·수식·도형"
20210307_098,산업안전기사20210307(학생용).pdf,24dd4b4bb2ca8438f62de243fefb351e483831417546650158920118a881b757,산업안전기사20210307(교사용).pdf,a685da97f1f6da5db3f8f22a833f7181de535233df7264df85e4d86edc516b93,6+7,3,3,True,True,embedded-visual,3,src/assets/questions/industrial-safety/20210307_098.png,898,321,b0f5c167da107d31997fc18dc40b840b5648f64db8c0f8947da23d11841d70cd,False,jpg 확필,"다음 중 최소발화에너지(E[J])를 구하는 식으로 옳은 것은? (단, I는 전류[A], R은 저항[Ω], V는 전압[V], C는 콘덴서 용량[F], T는 시간[초]이라 한다.) 문항에 제시된 원본 표·수식·도형"
20210515_032,산업안전기사20210515(학생용).pdf,078d2ffeab0bf5b91af346b5ac69818c1ee69d761f168bc7ab4971b1024c5eb8,산업안전기사20210515(교사용).pdf,4e926fd7ea80a1b2087582696375d4b70285391cc3b07e5d814271752c2d99bf,2,3,3,True,True,embedded-visual,1,src/assets/questions/industrial-safety/20210515_032.png,529,302,024c38c8274f81ea6f3b58e1165b015668047cf57e8a59cf48e0d95764955918,False,jpg 확필,FTA에서 사용하는 다음 사상기호에 대한 설명으로 맞는 것 은? 문항에 제시된 원본 표·수식·도형
20210515_014,산업안전기사20210515(학생용).pdf,078d2ffeab0bf5b91af346b5ac69818c1ee69d761f168bc7ab4971b1024c5eb8,산업안전기사20210515(교사용).pdf,4e926fd7ea80a1b2087582696375d4b70285391cc3b07e5d814271752c2d99bf,1,4,4,True,True,embedded-visual,4,src/assets/questions/industrial-safety/20210515_014.png,865,373,0f92932e3d412adcb40b67b357258fd6c0b389cb9aacadeb7ca8da9a481469b7,False,jpg 확필,헤링(Hering)의 착시현상에 해당하는 것은? 문항에 제시된 원본 표·수식·도형
20210515_028,산업안전기사20210515(학생용).pdf,078d2ffeab0bf5b91af346b5ac69818c1ee69d761f168bc7ab4971b1024c5eb8,산업안전기사20210515(교사용).pdf,4e926fd7ea80a1b2087582696375d4b70285391cc3b07e5d814271752c2d99bf,2,3,3,True,True,embedded-visual,1,src/assets/questions/industrial-safety/20210515_028.png,658,544,0425fb21093ced3bc7e44426f58d2f598531523a5c968b0e447c7f050e0f2904,False,jpg 확필,"FT도에서 시스템의 신뢰도는 얼마인가? (단, 모든 부품의 발생확률은 0.1 이다.) 문항에 제시된 원본 표·수식·도형"
20210515_085,산업안전기사20210515(학생용).pdf,078d2ffeab0bf5b91af346b5ac69818c1ee69d761f168bc7ab4971b1024c5eb8,산업안전기사20210515(교사용).pdf,4e926fd7ea80a1b2087582696375d4b70285391cc3b07e5d814271752c2d99bf,6,2,2,True,True,embedded-visual,1,src/assets/questions/industrial-safety/20210515_085.png,973,545,59aac60eac9349f08de587a4d7a88fc88123362f93793d7be0feb04b3a77d832,False,jpg 확필,"다음 [표]를 참조하여 메탄 70vol%, 프로판 21vol%, 부탄 9vol%인 혼합가스의 폭발범위를 구하면 약 몇 vol%인가? 문항에 제시된 원본 표·수식·도형"
20190804_064,산업안전기사20190804(학생용).pdf,1655528cdd811829462e94d3c73fc59e5b3f6735a8ef024155ddb2a2a991d12e,산업안전기사20190804(교사용).pdf,9606d2724d812c6093467d9d9915a7835491c3e42839c5a45d870ba5f30d7a03,5,3,3,True,True,embedded-visual,4,src/assets/questions/industrial-safety/20190804_064.png,647,372,e5d85e18098a8f7b2b42de68bb8408b43fc06592b42e6de581874ec2d6687f38,False,jpg 확필,"정전에너지를 나타내는 식으로 알맞은 것은? (단, Q는 대전 전하량, C는 정전용량이다.) 문항에 제시된 원본 표·수식·도형"
20200606_073,산업안전기사20200606(학생용).pdf,7f8abfa6b6347e902848c78ed719cdeb56d5bf50090ef768116a7aa4d272f034,산업안전기사20200606(교사용).pdf,f9f668b2b86764f0f94b5297f3341b1ad442a5684ae8cb223588c514c371f02c,5,3,3,True,True,embedded-visual,4,src/assets/questions/industrial-safety/20200606_073.png,1042,397,fb8685666d64f978e3146ca99db54888338e081d756b7bc6487e3495b159be97,False,jpg 확필,"온도조절용 바이메탈과 온도 퓨즈가 회로에 조합되어 있는 다리미를 사용한 가정에서 화재가 발생했다. 다리미에 부착되어 있던 바이메탈과 온도퓨즈를 대상으로 화재사고를 분석하려 하는데 논리기호를 사용하여 표현하고자 한다. 어느 기호가 적당한가? (단, 바이메탈의 작동과 온도 퓨즈가 끈어졌을 경우를 0, 그렇지 않을 경우를 1이라 한다.) 문항에 제시된 원본 표·수식·도형"
20200926_010,산업안전기사20200926(학생용).pdf,22b953740a8a30a5b7946b8c664ead3a3b7680b2fad17ebc4dde97943b7b4dae,산업안전기사20200926(교사용).pdf,a4ce8040ca0d68612065691c0607ee630508854a1bb6d2bf340a7f014601b3ba,1,3,3,True,True,embedded-visual,1,src/assets/questions/industrial-safety/20200926_010.png,352,383,8339878f761e2c81cc362a1716fe64e97bdef8d1ab9dcf8dfda5e40982cdcb4d,False,jpg 확필,재해의 발생형태 중 다음 그림이 나타내는 것은? 문항에 제시된 원본 표·수식·도형
20200926_068,산업안전기사20200926(학생용).pdf,22b953740a8a30a5b7946b8c664ead3a3b7680b2fad17ebc4dde97943b7b4dae,산업안전기사20200926(교사용).pdf,a4ce8040ca0d68612065691c0607ee630508854a1bb6d2bf340a7f014601b3ba,5,1,1,True,True,embedded-visual,4,src/assets/questions/industrial-safety/20200926_068.png,1031,354,af56f01e9a941bdd59e0c3af7a1a95f0c323db5d5be65c4ed83ec59f767be157,False,jpg 확필,"정전유도를 받고 있는 접지되어 있지 않는 도전성 물체에 접촉한 경우 전격을 당하게 되는데 이 때 물체에 유도된 전압 V(V)를 옳게 나타낸 것은? (단, E는 송전선의 대지전압, C1은 송전선과 물체사이의 정전용량, C2는 물체와 대지사이의 정전용량이며, 물체와 대지사이의 저항은 무시한다.) 문항에 제시된 원본 표·수식·도형"
20180304_006,산업안전기사20180304(학생용).pdf,3267979b183b5785148b50e5e1959bf51835f3c9779df9e6e62d59bbf901b518,산업안전기사20180304(교사용).pdf,25512d3e4c83daf7affc147f837a24f6c47d9ca8c692d17c36e233965903cff0,1,3,3,True,True,embedded-visual,1,src/assets/questions/industrial-safety/20180304_006.png,926,217,0c55f27185fbd2d9fc6a8a36c5f585b0c66855146983857740c61d7430ac35bf,False,jpg 확필,산업안전보건법령상 지방고용노동관서의 장이 사업주에게 안 전관리자ㆍ보건관리자 또는 안전보건관리담당자를 정수 이상 으로 증원하게 하거나 교체하여 임명할 것을 명할 수 잇는 경우의 기준 중 다음 ( ) 안에 알맞은 것은?(2020년 1월 16 일 개정된 규정 적용) 문항에 제시된 원본 표·수식·도형
20180304_002,산업안전기사20180304(학생용).pdf,3267979b183b5785148b50e5e1959bf51835f3c9779df9e6e62d59bbf901b518,산업안전기사20180304(교사용).pdf,25512d3e4c83daf7affc147f837a24f6c47d9ca8c692d17c36e233965903cff0,1,1,1,True,True,embedded-visual,1,src/assets/questions/industrial-safety/20180304_002.png,819,160,fe7747e086ee2541d2ae39638b448762e3bd5fd316e6fd2f7b8cd6b112c6c66a,False,jpg 확필,재해사례연구의 진행단계 중 다음 ( ) 안에 알맞은 것은? 문항에 제시된 원본 표·수식·도형
20180304_012,산업안전기사20180304(학생용).pdf,3267979b183b5785148b50e5e1959bf51835f3c9779df9e6e62d59bbf901b518,산업안전기사20180304(교사용).pdf,25512d3e4c83daf7affc147f837a24f6c47d9ca8c692d17c36e233965903cff0,1,4,4,True,True,embedded-visual,1,src/assets/questions/industrial-safety/20180304_012.png,768,743,c2a55479c827a0ba82db23fb41a09bf81087d269fca58034086f113ee8bf44e1,False,jpg 확필,다음의 방진마스크 형태로 옳은 것은? 문항에 제시된 원본 표·수식·도형
20180304_021,산업안전기사20180304(학생용).pdf,3267979b183b5785148b50e5e1959bf51835f3c9779df9e6e62d59bbf901b518,산업안전기사20180304(교사용).pdf,25512d3e4c83daf7affc147f837a24f6c47d9ca8c692d17c36e233965903cff0,2,2,2,True,True,embedded-visual,2,src/assets/questions/industrial-safety/20180304_021.png,1042,489,5afedec02b12832ac027903955ae18e76862d0c2c14264c7b255a591fe04a9e8,False,jpg 확필,에너지 대사율(RMR)에 대한 설명으로 틀린 것은? 문항에 제시된 원본 표·수식·도형
20180304_056,산업안전기사20180304(학생용).pdf,3267979b183b5785148b50e5e1959bf51835f3c9779df9e6e62d59bbf901b518,산업안전기사20180304(교사용).pdf,25512d3e4c83daf7affc147f837a24f6c47d9ca8c692d17c36e233965903cff0,4,3,3,True,True,embedded-visual,1,src/assets/questions/industrial-safety/20180304_056.png,393,537,b0870382e81501184c10ba6b825de0712926e16e620f5c494fb3e819f6db7c13,False,jpg 확필,"그림과 같이 50kN의 중량물을 와이어 로프를 이용하여 상부에 60도의 각도가 되도록 들어 올릴 때, 로프 하나에 걸리는 하중(T)은 약 몇 kN인가? 문항에 제시된 원본 표·수식·도형"
20180304_068,산업안전기사20180304(학생용).pdf,3267979b183b5785148b50e5e1959bf51835f3c9779df9e6e62d59bbf901b518,산업안전기사20180304(교사용).pdf,25512d3e4c83daf7affc147f837a24f6c47d9ca8c692d17c36e233965903cff0,5+5,4,4,True,True,embedded-visual,5,src/assets/questions/industrial-safety/20180304_068.png,1019,548,a0ee27467db78aa2fdb31dd10e873668dfb9cf066d452c432cbeb79ad2f4fc2d,False,jpg 확필,감전사고를 방지하기 위해 허용보폭전압에 대한 수식으로 맞는 것은? 문항에 제시된 원본 표·수식·도형
20180304_080,산업안전기사20180304(학생용).pdf,3267979b183b5785148b50e5e1959bf51835f3c9779df9e6e62d59bbf901b518,산업안전기사20180304(교사용).pdf,25512d3e4c83daf7affc147f837a24f6c47d9ca8c692d17c36e233965903cff0,6,2,2,True,True,embedded-visual,1,src/assets/questions/industrial-safety/20180304_080.png,340,151,88beec8f68bf6a8166284403e9381b055d997da975220defd67f0d017f26a21b,False,jpg 확필,"인체저항을 500Ω이라 한다면, 심실세동을 일으키는 위험 한계 에너지는 약 몇 J 인가? (단, 심실세동전류값 의 Dalziel의 식을 이용하며, 통전시간 은 1초로 한다.) 문항에 제시된 원본 표·수식·도형"
20180304_106,산업안전기사20180304(학생용).pdf,3267979b183b5785148b50e5e1959bf51835f3c9779df9e6e62d59bbf901b518,산업안전기사20180304(교사용).pdf,25512d3e4c83daf7affc147f837a24f6c47d9ca8c692d17c36e233965903cff0,7,2,2,True,True,embedded-visual,1,src/assets/questions/industrial-safety/20180304_106.png,844,275,c2f38079d013a88fa96cfe4451339cd825cb6f4cb71a6d4df20a779f815d82f7,False,jpg 확필,다음 보기의 ( ) 안에 알맞은 내용은? 문항에 제시된 원본 표·수식·도형
20180304_101,산업안전기사20180304(학생용).pdf,3267979b183b5785148b50e5e1959bf51835f3c9779df9e6e62d59bbf901b518,산업안전기사20180304(교사용).pdf,25512d3e4c83daf7affc147f837a24f6c47d9ca8c692d17c36e233965903cff0,7+7,2,2,True,True,embedded-visual,1,src/assets/questions/industrial-safety/20180304_101.png,483,412,1e74827d43b8d2293fe8619e2d345ebfa135e75b7199fe7a461c3666737f2cf5,False,jpg 확필,보통 흙의 건지를 다음 그림과 같이 굴착하고자 한다. 굴 착면의 기울기를 1:0.5로 하고자 할 경우 L의 길이로 옳은 것은? 문항에 제시된 원본 표·수식·도형
20180428_002,산업안전기사20180428(학생용).pdf,2df3ae07dcbdf658b257ba4a30832d14b11939c563882a5a724acc37470c0df9,산업안전기사20180428(교사용).pdf,110f90d0fe5441dbf0210a5c4d88a37eef59bdeb8a13fc1eb7e4f84c3351d31d,1,3,3,True,True,embedded-visual,1,src/assets/questions/industrial-safety/20180428_002.png,379,400,986d26b0eaeb157999f008a6fdef9f0b696b064a18662dcd3b9832ed71c17d5d,False,jpg 확필,재해의 발생형태 중 다음 그림이 나타내는 것은? 문항에 제시된 원본 표·수식·도형
