"question_id","date","number","result","source_page","inline_answer_match","final_answer_table_match","note"
"20100131_034","2010-01-31","34","PASS","2","PASS","PASS",""
"20100131_035","2010-01-31","35","PASS","2","PASS","PASS",""
"20100131_036","2010-01-31","36","PASS","2","PASS","PASS",""
"20100131_037","2010-01-31","37","PASS","3","PASS","PASS",""
"20100131_038","2010-01-31","38","PASS","3","PASS","PASS",""
"20100131_039","2010-01-31","39","PASS","3","PASS","PASS",""
"20100131_040","2010-01-31","40","PASS","3","PASS","PASS",""
"20100131_041","2010-01-31","41","PASS","3","PASS","PASS",""
"20100131_042","2010-01-31","42","PASS","3","PASS","PASS",""
"20100131_043","2010-01-31","43","PASS","3","PASS","PASS",""
"20100131_044","2010-01-31","44","PASS","3","PASS","PASS",""
"20100131_045","2010-01-31","45","PASS","3","PASS","PASS",""
"20100131_046","2010-01-31","46","PASS","3","PASS","PASS",""
"20100131_047","2010-01-31","47","PASS","3","PASS","PASS",""
"20100131_048","2010-01-31","48","PASS","3","PASS","PASS",""
"20100131_049","2010-01-31","49","PASS","3","PASS","PASS",""
"20100131_050","2010-01-31","50","PASS","3","PASS","PASS",""
"20100131_051","2010-01-31","51","PASS","3","PASS","PASS",""
"20100131_052","2010-01-31","52","PASS","3","PASS","PASS",""
"20100131_053","2010-01-31","53","PASS","3","PASS","PASS",""
"20100131_054","2010-01-31","54","PASS","4","PASS","PASS",""
"20100131_055","2010-01-31","55","PASS","4","PASS","PASS",""
"20100131_056","2010-01-31","56","PASS","4","PASS","PASS",""
"20100131_057","2010-01-31","57","PASS","4","PASS","PASS",""
"20100131_058","2010-01-31","58","PASS","4","PASS","PASS",""
"20100131_059","2010-01-31","59","PASS","4","PASS","PASS",""
"20100131_060","2010-01-31","60","PASS","4","PASS","PASS",""
"20100328_001","2010-03-28","1","PASS","1","PASS","PASS",""
"20100328_002","2010-03-28","2","PASS","1","PASS","PASS",""
"20100328_003","2010-03-28","3","PASS","1","PASS","PASS",""
"20100328_004","2010-03-28","4","PASS","1","PASS","PASS",""
"20100328_005","2010-03-28","5","PASS","1","PASS","PASS",""
"20100328_006","2010-03-28","6","PASS","1","PASS","PASS",""
"20100328_007","2010-03-28","7","PASS","1","PASS","PASS",""
"20100328_008","2010-03-28","8","PASS","1","PASS","PASS",""
"20100328_009","2010-03-28","9","PASS","1","PASS","PASS",""
"20100328_010","2010-03-28","10","PASS","1","PASS","PASS",""
"20100328_011","2010-03-28","11","PASS","1","PASS","PASS",""
"20100328_012","2010-03-28","12","PASS","1","PASS","PASS",""
"20100328_013","2010-03-28","13","PASS","1","PASS","PASS",""
"20100328_014","2010-03-28","14","PASS","1","PASS","PASS",""
"20100328_015","2010-03-28","15","PASS","1","PASS","PASS",""
"20100328_016","2010-03-28","16","PASS","1","PASS","PASS",""
"20100328_017","2010-03-28","17","PASS","1","PASS","PASS",""
"20100328_018","2010-03-28","18","PASS","1","PASS","PASS",""
"20100328_019","2010-03-28","19","PASS","1","PASS","PASS",""
"20100328_020","2010-03-28","20","PASS","2","PASS","PASS",""
"20100328_021","2010-03-28","21","PASS","2","PASS","PASS",""
"20100328_022","2010-03-28","22","PASS","2","PASS","PASS",""
"20100328_023","2010-03-28","23","PASS","2","PASS","PASS",""
"20100328_024","2010-03-28","24","PASS","2","PASS","PASS",""
"20100328_025","2010-03-28","25","PASS","2","PASS","PASS",""
"20100328_026","2010-03-28","26","PASS","2","PASS","PASS",""
"20100328_027","2010-03-28","27","PASS","2","PASS","PASS",""
"20100328_028","2010-03-28","28","PASS","2","PASS","PASS",""
"20100328_029","2010-03-28","29","PASS","2","PASS","PASS",""
"20100328_030","2010-03-28","30","PASS","2","PASS","PASS",""
"20100328_031","2010-03-28","31","PASS","2","PASS","PASS",""
"20100328_032","2010-03-28","32","PASS","2","PASS","PASS",""
"20100328_033","2010-03-28","33","PASS","2","PASS","PASS",""
"20100328_034","2010-03-28","34","PASS","2","PASS","PASS",""
"20100328_035","2010-03-28","35","PASS","2","PASS","PASS",""
"20100328_036","2010-03-28","36","PASS","2","PASS","PASS",""
"20100328_037","2010-03-28","37","PASS","3","PASS","PASS",""
"20100328_038","2010-03-28","38","PASS","3","PASS","PASS",""
"20100328_039","2010-03-28","39","PASS","3","PASS","PASS",""
"20100328_040","2010-03-28","40","PASS","3","PASS","PASS",""
"20100328_041","2010-03-28","41","PASS","3","PASS","PASS",""
"20100328_042","2010-03-28","42","PASS","3","PASS","PASS",""
"20100328_043","2010-03-28","43","PASS","3","PASS","PASS",""
"20100328_044","2010-03-28","44","PASS","3","PASS","PASS",""
"20100328_045","2010-03-28","45","PASS","3","PASS","PASS",""
"20100328_046","2010-03-28","46","PASS","3","PASS","PASS",""
"20100328_047","2010-03-28","47","PASS","3","PASS","PASS",""
"20100328_048","2010-03-28","48","PASS","3","PASS","PASS",""
"20100328_049","2010-03-28","49","PASS","3","PASS","PASS",""
"20100328_050","2010-03-28","50","PASS","3","PASS","PASS",""
"20100328_051","2010-03-28","51","PASS","3","PASS","PASS",""
"20100328_052","2010-03-28","52","PASS","3","PASS","PASS",""
"20100328_053","2010-03-28","53","PASS","3","PASS","PASS",""
"20100328_054","2010-03-28","54","PASS","4","PASS","PASS",""
"20100328_055","2010-03-28","55","PASS","4","PASS","PASS",""
"20100328_056","2010-03-28","56","PASS","4","PASS","PASS",""
"20100328_057","2010-03-28","57","PASS","4","PASS","PASS",""
"20100328_058","2010-03-28","58","PASS","4","PASS","PASS",""
"20100328_059","2010-03-28","59","PASS","4","PASS","PASS",""
"20100328_060","2010-03-28","60","PASS","4","PASS","PASS",""
"20100711_001","2010-07-11","1","PASS","1","PASS","PASS",""
"20100711_002","2010-07-11","2","PASS","1","PASS","PASS",""
"20100711_003","2010-07-11","3","PASS","1","PASS","PASS",""
"20100711_004","2010-07-11","4","PASS","1","PASS","PASS",""
"20100711_005","2010-07-11","5","PASS","1","PASS","PASS",""
"20100711_006","2010-07-11","6","PASS","1","PASS","PASS",""
"20100711_007","2010-07-11","7","PASS","1","PASS","PASS",""
"20100711_008","2010-07-11","8","PASS","1","PASS","PASS",""
"20100711_009","2010-07-11","9","PASS","1","PASS","PASS",""
"20100711_010","2010-07-11","10","PASS","1","PASS","PASS",""
"20100711_011","2010-07-11","11","PASS","1","PASS","PASS",""
"20100711_012","2010-07-11","12","PASS","1","PASS","PASS",""
"20100711_013","2010-07-11","13","PASS","1","PASS","PASS",""
"20100711_014","2010-07-11","14","PASS","1","PASS","PASS",""
"20100711_015","2010-07-11","15","PASS","1","PASS","PASS",""
"20100711_016","2010-07-11","16","PASS","1","PASS","PASS",""
"20100711_017","2010-07-11","17","PASS","1","PASS","PASS",""
"20100711_018","2010-07-11","18","PASS","1","PASS","PASS",""
"20100711_019","2010-07-11","19","PASS","1","PASS","PASS",""
"20100711_020","2010-07-11","20","PASS","1","PASS","PASS",""
"20100711_021","2010-07-11","21","PASS","2","PASS","PASS",""
"20100711_022","2010-07-11","22","PASS","2","PASS","PASS",""
"20100711_023","2010-07-11","23","PASS","2","PASS","PASS",""
"20100711_024","2010-07-11","24","PASS","2","PASS","PASS",""
"20100711_025","2010-07-11","25","PASS","2","PASS","PASS",""
"20100711_026","2010-07-11","26","PASS","2","PASS","PASS",""
"20100711_027","2010-07-11","27","PASS","2","PASS","PASS",""
"20100711_028","2010-07-11","28","PASS","2","PASS","PASS",""
"20100711_029","2010-07-11","29","PASS","2","PASS","PASS",""
"20100711_030","2010-07-11","30","PASS","2","PASS","PASS",""
"20100711_031","2010-07-11","31","PASS","2","PASS","PASS",""
"20100711_032","2010-07-11","32","PASS","2","PASS","PASS",""
"20100711_033","2010-07-11","33","PASS","2","PASS","PASS",""
"20100711_034","2010-07-11","34","PASS","2","PASS","PASS",""
"20100711_035","2010-07-11","35","PASS","2","PASS","PASS",""
"20100711_036","2010-07-11","36","PASS","2","PASS","PASS",""
"20100711_037","2010-07-11","37","PASS","2","PASS","PASS",""
"20100711_038","2010-07-11","38","PASS","2","PASS","PASS",""
"20100711_039","2010-07-11","39","PASS","3","PASS","PASS",""
"20100711_040","2010-07-11","40","PASS","3","PASS","PASS",""
"20100711_041","2010-07-11","41","PASS","3","PASS","PASS",""
"20100711_042","2010-07-11","42","PASS","3","PASS","PASS",""
"20100711_043","2010-07-11","43","PASS","3","PASS","PASS",""
"20100711_044","2010-07-11","44","PASS","3","PASS","PASS",""
"20100711_045","2010-07-11","45","PASS","3","PASS","PASS",""
"20100711_046","2010-07-11","46","PASS","3","PASS","PASS",""
"20100711_047","2010-07-11","47","PASS","3","PASS","PASS",""
"20100711_048","2010-07-11","48","PASS","3","PASS","PASS",""
"20100711_049","2010-07-11","49","PASS","3","PASS","PASS",""
"20100711_050","2010-07-11","50","PASS","3","PASS","PASS",""
"20100711_051","2010-07-11","51","PASS","3","PASS","PASS",""
"20100711_052","2010-07-11","52","PASS","3","PASS","PASS",""
"20100711_053","2010-07-11","53","PASS","3","PASS","PASS",""
"20100711_054","2010-07-11","54","PASS","3","PASS","PASS",""
"20100711_055","2010-07-11","55","PASS","3","PASS","PASS",""
"20100711_056","2010-07-11","56","PASS","3","PASS","PASS",""
"20100711_057","2010-07-11","57","PASS","4","PASS","PASS",""
"20100711_058","2010-07-11","58","PASS","4","PASS","PASS",""
"20100711_059","2010-07-11","59","PASS","4","PASS","PASS",""
"20100711_060","2010-07-11","60","PASS","4","PASS","PASS",""
"20101003_001","2010-10-03","1","PASS","1","PASS","PASS",""
"20101003_002","2010-10-03","2","PASS","1","PASS","PASS",""
"20101003_003","2010-10-03","3","PASS","1","PASS","PASS",""
"20101003_004","2010-10-03","4","PASS","1","PASS","PASS",""
"20101003_005","2010-10-03","5","PASS","1","PASS","PASS",""
"20101003_006","2010-10-03","6","PASS","1","PASS","PASS",""
"20101003_007","2010-10-03","7","PASS","1","PASS","PASS",""
"20101003_008","2010-10-03","8","PASS","1","PASS","PASS",""
"20101003_009","2010-10-03","9","PASS","1","PASS","PASS",""
"20101003_010","2010-10-03","10","PASS","1","PASS","PASS",""
"20101003_011","2010-10-03","11","PASS","1","PASS","PASS",""
"20101003_012","2010-10-03","12","PASS","1","PASS","PASS",""
"20101003_013","2010-10-03","13","PASS","1","PASS","PASS",""
"20101003_014","2010-10-03","14","PASS","1","PASS","PASS",""
"20101003_015","2010-10-03","15","PASS","1","PASS","PASS",""
"20101003_016","2010-10-03","16","PASS","1","PASS","PASS",""
"20101003_017","2010-10-03","17","PASS","1","PASS","PASS",""
"20101003_018","2010-10-03","18","PASS","1","PASS","PASS",""
"20101003_019","2010-10-03","19","PASS","1","PASS","PASS",""
"20101003_020","2010-10-03","20","PASS","1","PASS","PASS",""
"20101003_021","2010-10-03","21","PASS","2","PASS","PASS",""
"20101003_022","2010-10-03","22","PASS","2","PASS","PASS",""
"20101003_023","2010-10-03","23","PASS","2","PASS","PASS",""
"20101003_024","2010-10-03","24","PASS","2","PASS","PASS",""
"20101003_025","2010-10-03","25","PASS","2","PASS","PASS",""
"20101003_026","2010-10-03","26","PASS","2","PASS","PASS",""
"20101003_027","2010-10-03","27","PASS","2","PASS","PASS",""
"20101003_028","2010-10-03","28","PASS","2","PASS","PASS",""
"20101003_029","2010-10-03","29","PASS","2","PASS","PASS",""
"20101003_030","2010-10-03","30","PASS","2","PASS","PASS",""
"20101003_031","2010-10-03","31","PASS","2","PASS","PASS",""
"20101003_032","2010-10-03","32","PASS","2","PASS","PASS",""
"20101003_033","2010-10-03","33","PASS","2","PASS","PASS",""
"20101003_034","2010-10-03","34","PASS","2","PASS","PASS",""
"20101003_035","2010-10-03","35","PASS","2","PASS","PASS",""
"20101003_036","2010-10-03","36","PASS","2","PASS","PASS",""
"20101003_037","2010-10-03","37","PASS","2","PASS","PASS",""
"20101003_038","2010-10-03","38","PASS","2","PASS","PASS",""
"20101003_039","2010-10-03","39","PASS","3","PASS","PASS",""
"20101003_040","2010-10-03","40","PASS","3","PASS","PASS",""
"20101003_041","2010-10-03","41","PASS","3","PASS","PASS",""
"20101003_042","2010-10-03","42","PASS","3","PASS","PASS",""
"20101003_043","2010-10-03","43","PASS","3","PASS","PASS",""
"20101003_044","2010-10-03","44","PASS","3","PASS","PASS",""
"20101003_045","2010-10-03","45","PASS","3","PASS","PASS",""
"20101003_046","2010-10-03","46","PASS","3","PASS","PASS",""
"20101003_047","2010-10-03","47","PASS","3","PASS","PASS",""
"20101003_048","2010-10-03","48","PASS","3","PASS","PASS",""
"20101003_049","2010-10-03","49","PASS","3","PASS","PASS",""
"20101003_050","2010-10-03","50","PASS","3","PASS","PASS",""
"20101003_051","2010-10-03","51","PASS","3","PASS","PASS",""
"20101003_052","2010-10-03","52","PASS","3","PASS","PASS",""
"20101003_053","2010-10-03","53","PASS","3","PASS","PASS",""
"20101003_054","2010-10-03","54","PASS","3","PASS","PASS",""
"20101003_055","2010-10-03","55","PASS","3","PASS","PASS",""
"20101003_056","2010-10-03","56","PASS","3","PASS","PASS",""
"20101003_057","2010-10-03","57","PASS","4","PASS","PASS",""
"20101003_058","2010-10-03","58","PASS","4","PASS","PASS",""
"20101003_059","2010-10-03","59","PASS","4","PASS","PASS",""
"20101003_060","2010-10-03","60","PASS","4","PASS","PASS",""
"20110213_001","2011-02-13","1","PASS","1","PASS","PASS",""
"20110213_002","2011-02-13","2","PASS","1","PASS","PASS",""
"20110213_003","2011-02-13","3","PASS","1","PASS","PASS",""
"20110213_004","2011-02-13","4","PASS","1","PASS","PASS",""
"20110213_005","2011-02-13","5","PASS","1","PASS","PASS",""
"20110213_006","2011-02-13","6","PASS","1","PASS","PASS",""
"20110213_007","2011-02-13","7","PASS","1","PASS","PASS",""
"20110213_008","2011-02-13","8","PASS","1","PASS","PASS",""
"20110213_009","2011-02-13","9","PASS","1","PASS","PASS",""
"20110213_010","2011-02-13","10","PASS","1","PASS","PASS",""
"20110213_011","2011-02-13","11","PASS","1","PASS","PASS",""
"20110213_012","2011-02-13","12","PASS","1","PASS","PASS",""
"20110213_013","2011-02-13","13","PASS","1","PASS","PASS",""
"20110213_014","2011-02-13","14","PASS","1","PASS","PASS",""
"20110213_015","2011-02-13","15","PASS","1","PASS","PASS",""
"20110213_016","2011-02-13","16","PASS","1","PASS","PASS",""
"20110213_017","2011-02-13","17","PASS","1","PASS","PASS",""
"20110213_018","2011-02-13","18","PASS","1","PASS","PASS",""
"20110213_019","2011-02-13","19","PASS","1","PASS","PASS",""
"20110213_020","2011-02-13","20","PASS","2","PASS","PASS",""
"20110213_021","2011-02-13","21","PASS","2","PASS","PASS",""
"20110213_022","2011-02-13","22","PASS","2","PASS","PASS",""
"20110213_023","2011-02-13","23","PASS","2","PASS","PASS",""
"20110213_024","2011-02-13","24","PASS","2","PASS","PASS",""
"20110213_025","2011-02-13","25","PASS","2","PASS","PASS",""
"20110213_026","2011-02-13","26","PASS","2","PASS","PASS",""
"20110213_027","2011-02-13","27","PASS","2","PASS","PASS",""
"20110213_028","2011-02-13","28","PASS","2","PASS","PASS",""
"20110213_029","2011-02-13","29","PASS","2","PASS","PASS",""
"20110213_030","2011-02-13","30","PASS","2","PASS","PASS",""
"20110213_031","2011-02-13","31","PASS","2","PASS","PASS",""
"20110213_032","2011-02-13","32","PASS","2","PASS","PASS",""
"20110213_033","2011-02-13","33","PASS","2","PASS","PASS",""
"20110213_034","2011-02-13","34","PASS","2","PASS","PASS",""
"20110213_035","2011-02-13","35","IMAGE_REVIEW_INCOMPLETE","2","PASS","PASS","이미지·도형·보기 문맥이 누락되었거나 placeholder로 저장됨"
"20110213_036","2011-02-13","36","PASS","2","PASS","PASS",""
"20110213_037","2011-02-13","37","PASS","3","PASS","PASS",""
"20110213_038","2011-02-13","38","PASS","3","PASS","PASS",""
"20110213_039","2011-02-13","39","PASS","3","PASS","PASS",""
"20110213_040","2011-02-13","40","PASS","3","PASS","PASS",""
"20110213_041","2011-02-13","41","PASS","3","PASS","PASS",""
"20110213_042","2011-02-13","42","PASS","3","PASS","PASS",""
"20110213_043","2011-02-13","43","PASS","3","PASS","PASS",""
"20110213_044","2011-02-13","44","PASS","3","PASS","PASS",""
"20110213_045","2011-02-13","45","PASS","3","PASS","PASS",""
"20110213_046","2011-02-13","46","PASS","3","PASS","PASS",""
"20110213_047","2011-02-13","47","PASS","3","PASS","PASS",""
"20110213_048","2011-02-13","48","PASS","3","PASS","PASS",""
"20110213_049","2011-02-13","49","PASS","3","PASS","PASS",""
"20110213_050","2011-02-13","50","PASS","3","PASS","PASS",""
"20110213_051","2011-02-13","51","PASS","3","PASS","PASS",""
"20110213_052","2011-02-13","52","PASS","3","PASS","PASS",""
"20110213_053","2011-02-13","53","PASS","3","PASS","PASS",""
"20110213_054","2011-02-13","54","PASS","3","PASS","PASS",""
"20110213_055","2011-02-13","55","PASS","4","PASS","PASS",""
"20110213_056","2011-02-13","56","PASS","4","PASS","PASS",""
"20110213_057","2011-02-13","57","PASS","4","PASS","PASS",""
"20110213_058","2011-02-13","58","PASS","4","PASS","PASS",""
"20110213_059","2011-02-13","59","PASS","4","PASS","PASS",""
"20110213_060","2011-02-13","60","PASS","4","PASS","PASS",""
"20110417_001","2011-04-17","1","PASS","1","PASS","PASS",""
"20110417_002","2011-04-17","2","PASS","1","PASS","PASS",""
"20110417_003","2011-04-17","3","PASS","1","PASS","PASS",""
"20110417_004","2011-04-17","4","PASS","1","PASS","PASS",""
"20110417_005","2011-04-17","5","PASS","1","PASS","PASS",""
"20110417_006","2011-04-17","6","PASS","1","PASS","PASS",""
"20110417_007","2011-04-17","7","PASS","1","PASS","PASS",""
"20110417_008","2011-04-17","8","PASS","1","PASS","PASS",""
"20110417_009","2011-04-17","9","PASS","1","PASS","PASS",""
"20110417_010","2011-04-17","10","PASS","1","PASS","PASS",""
"20110417_011","2011-04-17","11","PASS","1","PASS","PASS",""
"20110417_012","2011-04-17","12","PASS","1","PASS","PASS",""
"20110417_013","2011-04-17","13","PASS","1","PASS","PASS",""
"20110417_014","2011-04-17","14","PASS","1","PASS","PASS",""
"20110417_015","2011-04-17","15","PASS","1","PASS","PASS",""
"20110417_016","2011-04-17","16","PASS","1","PASS","PASS",""
"20110417_017","2011-04-17","17","PASS","1","PASS","PASS",""
"20110417_018","2011-04-17","18","PASS","1","PASS","PASS",""
"20110417_019","2011-04-17","19","PASS","1","PASS","PASS",""
"20110417_020","2011-04-17","20","PASS","2","PASS","PASS",""
"20110417_021","2011-04-17","21","PASS","2","PASS","PASS",""
"20110417_022","2011-04-17","22","PASS","2","PASS","PASS",""
"20110417_023","2011-04-17","23","PASS","2","PASS","PASS",""
"20110417_024","2011-04-17","24","PASS","2","PASS","PASS",""
"20110417_025","2011-04-17","25","PASS","2","PASS","PASS",""
"20110417_026","2011-04-17","26","PASS","2","PASS","PASS",""
"20110417_027","2011-04-17","27","PASS","2","PASS","PASS",""
"20110417_028","2011-04-17","28","PASS","2","PASS","PASS",""
"20110417_029","2011-04-17","29","PASS","2","PASS","PASS",""
"20110417_030","2011-04-17","30","PASS","2","PASS","PASS",""
"20110417_031","2011-04-17","31","PASS","2","PASS","PASS",""
"20110417_032","2011-04-17","32","PASS","2","PASS","PASS",""
"20110417_033","2011-04-17","33","PASS","2","PASS","PASS",""
"20110417_034","2011-04-17","34","PASS","2","PASS","PASS",""
"20110417_035","2011-04-17","35","PASS","2","PASS","PASS",""
"20110417_036","2011-04-17","36","PASS","2","PASS","PASS",""
"20110417_037","2011-04-17","37","PASS","2","PASS","PASS",""
"20110417_038","2011-04-17","38","PASS","2","PASS","PASS",""
"20110417_039","2011-04-17","39","PASS","3","PASS","PASS",""
"20110417_040","2011-04-17","40","PASS","3","PASS","PASS",""
"20110417_041","2011-04-17","41","PASS","3","PASS","PASS",""
"20110417_042","2011-04-17","42","PASS","3","PASS","PASS",""
"20110417_043","2011-04-17","43","PASS","3","PASS","PASS",""
"20110417_044","2011-04-17","44","PASS","3","PASS","PASS",""
"20110417_045","2011-04-17","45","PASS","3","PASS","PASS",""
"20110417_046","2011-04-17","46","PASS","3","PASS","PASS",""
"20110417_047","2011-04-17","47","PASS","3","PASS","PASS",""
"20110417_048","2011-04-17","48","PASS","3","PASS","PASS",""
"20110417_049","2011-04-17","49","PASS","3","PASS","PASS",""
"20110417_050","2011-04-17","50","PASS","3","PASS","PASS",""
"20110417_051","2011-04-17","51","PASS","3","PASS","PASS",""
"20110417_052","2011-04-17","52","PASS","3","PASS","PASS",""
"20110417_053","2011-04-17","53","PASS","3","PASS","PASS",""
"20110417_054","2011-04-17","54","PASS","3","PASS","PASS",""
"20110417_055","2011-04-17","55","PASS","3","PASS","PASS",""
"20110417_056","2011-04-17","56","PASS","3","PASS","PASS",""
"20110417_057","2011-04-17","57","PASS","4","PASS","PASS",""
"20110417_058","2011-04-17","58","PASS","4","PASS","PASS",""
"20110417_059","2011-04-17","59","PASS","4","PASS","PASS",""
"20110417_060","2011-04-17","60","PASS","4","PASS","PASS",""
"20110731_001","2011-07-31","1","PASS","1","PASS","PASS",""
"20110731_002","2011-07-31","2","PASS","1","PASS","PASS",""
"20110731_003","2011-07-31","3","PASS","1","PASS","PASS",""
"20110731_004","2011-07-31","4","PASS","1","PASS","PASS",""
"20110731_005","2011-07-31","5","IMAGE_REVIEW_INCOMPLETE","1","PASS","PASS","이미지·도형·보기 문맥이 누락되었거나 placeholder로 저장됨"
"20110731_006","2011-07-31","6","PASS","1","PASS","PASS",""
"20110731_007","2011-07-31","7","PASS","1","PASS","PASS",""
"20110731_008","2011-07-31","8","PASS","1","PASS","PASS",""
"20110731_009","2011-07-31","9","PASS","1","PASS","PASS",""
"20110731_010","2011-07-31","10","PASS","1","PASS","PASS",""
"20110731_011","2011-07-31","11","PASS","1","PASS","PASS",""
"20110731_012","2011-07-31","12","PASS","1","PASS","PASS",""
"20110731_013","2011-07-31","13","PASS","1","PASS","PASS",""
"20110731_014","2011-07-31","14","PASS","1","PASS","PASS",""
"20110731_015","2011-07-31","15","PASS","1","PASS","PASS",""
"20110731_016","2011-07-31","16","PASS","1","PASS","PASS",""
"20110731_017","2011-07-31","17","PASS","1","PASS","PASS",""
"20110731_018","2011-07-31","18","PASS","1","PASS","PASS",""
"20110731_019","2011-07-31","19","PASS","1","PASS","PASS",""
"20110731_020","2011-07-31","20","PASS","2","PASS","PASS",""
"20110731_021","2011-07-31","21","PASS","2","PASS","PASS",""
"20110731_022","2011-07-31","22","PASS","2","PASS","PASS",""
"20110731_023","2011-07-31","23","PASS","2","PASS","PASS",""
"20110731_024","2011-07-31","24","PASS","2","PASS","PASS",""
"20110731_025","2011-07-31","25","PASS","2","PASS","PASS",""
"20110731_026","2011-07-31","26","PASS","2","PASS","PASS",""
"20110731_027","2011-07-31","27","IMAGE_REVIEW_INCOMPLETE","2","PASS","PASS","이미지·도형·보기 문맥이 누락되었거나 placeholder로 저장됨"
"20110731_028","2011-07-31","28","PASS","2","PASS","PASS",""
"20110731_029","2011-07-31","29","PASS","2","PASS","PASS",""
"20110731_030","2011-07-31","30","PASS","2","PASS","PASS",""
"20110731_031","2011-07-31","31","PASS","2","PASS","PASS",""
"20110731_032","2011-07-31","32","PASS","2","PASS","PASS",""
"20110731_033","2011-07-31","33","PASS","2","PASS","PASS",""
"20110731_034","2011-07-31","34","PASS","2","PASS","PASS",""
"20110731_035","2011-07-31","35","PASS","2","PASS","PASS",""
"20110731_036","2011-07-31","36","PASS","2","PASS","PASS",""
"20110731_037","2011-07-31","37","PASS","3","PASS","PASS",""
"20110731_038","2011-07-31","38","PASS","3","PASS","PASS",""
"20110731_039","2011-07-31","39","PASS","3","PASS","PASS",""
"20110731_040","2011-07-31","40","PASS","3","PASS","PASS",""
"20110731_041","2011-07-31","41","PASS","3","PASS","PASS",""
"20110731_042","2011-07-31","42","PASS","3","PASS","PASS",""
"20110731_043","2011-07-31","43","PASS","3","PASS","PASS",""
"20110731_044","2011-07-31","44","PASS","3","PASS","PASS",""
"20110731_045","2011-07-31","45","PASS","3","PASS","PASS",""
"20110731_046","2011-07-31","46","PASS","3","PASS","PASS",""
"20110731_047","2011-07-31","47","PASS","3","PASS","PASS",""
"20110731_048","2011-07-31","48","PASS","3","PASS","PASS",""
"20110731_049","2011-07-31","49","PASS","3","PASS","PASS",""
"20110731_050","2011-07-31","50","PASS","3","PASS","PASS",""
"20110731_051","2011-07-31","51","PASS","3","PASS","PASS",""
"20110731_052","2011-07-31","52","PASS","3","PASS","PASS",""
"20110731_053","2011-07-31","53","PASS","4","PASS","PASS",""
"20110731_054","2011-07-31","54","PASS","4","PASS","PASS",""
"20110731_055","2011-07-31","55","PASS","4","PASS","PASS",""
"20110731_056","2011-07-31","56","IMAGE_REVIEW_INCOMPLETE","4","PASS","PASS","이미지·도형·보기 문맥이 누락되었거나 placeholder로 저장됨"
"20110731_057","2011-07-31","57","PASS","4","PASS","PASS",""
"20110731_058","2011-07-31","58","PASS","4","PASS","PASS",""
"20110731_059","2011-07-31","59","PASS","4","PASS","PASS",""
"20110731_060","2011-07-31","60","PASS","4","PASS","PASS",""
"20111009_001","2011-10-09","1","PASS","1","PASS","PASS",""
"20111009_002","2011-10-09","2","PASS","1","PASS","PASS",""
"20111009_003","2011-10-09","3","PASS","1","PASS","PASS",""
"20111009_004","2011-10-09","4","PASS","1","PASS","PASS",""
"20111009_005","2011-10-09","5","PASS","1","PASS","PASS",""
"20111009_006","2011-10-09","6","PASS","1","PASS","PASS",""
"20111009_007","2011-10-09","7","PASS","1","PASS","PASS",""
