subject_id,status,slug,title,tags,questions,body_length,content_status,kosha_enrichment,legal_enrichment,visual_priority,action_priority,pending_disposition,reason,file
1,미시작,pavlov-conditioning,파블로프 조건반사설,개념,0,45,미시작,아님,아님,낮음,HOLD,기존 완료 챕터 흡수 후보,기존 완료 챕터 흡수 후보,safety-management/pavlov-conditioning.md
1,완료,product-liability-defects,제조물책임법 결함 유형,개념+법령,0,894,보강 권장,아님,필요,낮음,P1,,법령 태그이나 전용 근거 영역 없음,safety-management/product-liability-defects.md
1,완료,protective-equipment-types,보호구 종류 및 적용,개념,10,1027,보강 권장,필요,필요,권장,P1,,현행 법령·고시 직접 확인이 필요한 주제; KOSHA 현장 해설·사례 보강 후보; 시각자료 권장,safety-management/protective-equipment-types.md
1,완료,risk-reduction-priority,위험성 감소 대책 우선순위,절차,1,1117,보강 권장,필요,아님,낮음,P1,,KOSHA 현장 해설·사례 보강 후보,safety-management/risk-reduction-priority.md
1,미시작,safety-devices,방호장치 종류,개념,0,45,미시작,아님,아님,낮음,HOLD,과목 범위 충돌 보류,과목 범위 충돌 보류,safety-management/safety-devices.md
1,완료,safety-education-hours,안전보건교육 시간 총정리,개념+법령,4,1304,현재 충분,아님,아님,낮음,READY,,현재 기출 중심 설명 구조로 우선 사용 가능,safety-management/safety-education-hours.md
1,완료,safety-education-stages,교육의 3단계·단계별 과정,절차,2,589,보강 권장,아님,아님,권장,P1,,본문 589자로 얇음; 시각자료 권장,safety-management/safety-education-stages.md
1,완료,safety-inspection-types,안전점검 종류,개념,5,935,보강 권장,필요,아님,낮음,P1,,KOSHA 현장 해설·사례 보강 후보,safety-management/safety-inspection-types.md
1,완료,safety-management-organization,안전관리 조직 (라인·스태프),개념,6,843,보강 권장,필요,아님,권장,P1,,KOSHA 현장 해설·사례 보강 후보; 시각자료 권장,safety-management/safety-management-organization.md
1,완료,safety-manager-appointment,안전관리자·보건관리자 선임 기준,개념,3,862,보강 권장,필요,필요,낮음,P1,,현행 법령·고시 직접 확인이 필요한 주제; KOSHA 현장 해설·사례 보강 후보,safety-management/safety-manager-appointment.md
1,완료,safety-signs,안전표지 종류,개념,15,1282,보강 권장,필요,필요,필수,P1,,현행 법령·고시 직접 확인이 필요한 주제; KOSHA 현장 해설·사례 보강 후보; 시각자료 필수,safety-management/safety-signs.md
1,완료,serious-accident-criteria,중대재해 범위,개념+법령,2,863,보강 권장,아님,필요,낮음,P1,,법령 태그이나 전용 근거 영역 없음,safety-management/serious-accident-criteria.md
1,완료,severity-rate,강도율,계산,7,1110,현재 충분,아님,아님,낮음,READY,,현재 기출 중심 설명 구조로 우선 사용 가능,safety-management/severity-rate.md
1,완료,social-behavior-types,사회행동 기본형태,개념,1,662,보강 권장,아님,아님,낮음,P1,,본문 662자로 얇음,safety-management/social-behavior-types.md
1,미시작,twa-calculation,TWA 계산,계산,0,45,미시작,아님,아님,낮음,HOLD,기존 완료 챕터 흡수 후보,기존 완료 챕터 흡수 후보,safety-management/twa-calculation.md
1,완료,twi-supervisor-training,TWI 등 관리감독자 훈련,개념,5,980,현재 충분,아님,아님,낮음,READY,,현재 기출 중심 설명 구조로 우선 사용 가능,safety-management/twi-supervisor-training.md
1,완료,tyler-learning-principles,타일러 학습경험 원리,개념,1,616,보강 권장,아님,아님,낮음,P1,,본문 616자로 얇음,safety-management/tyler-learning-principles.md
1,완료,zero-accident-movement,무재해운동 3요소·3원칙,개념,5,720,보강 권장,필요,아님,낮음,P1,,KOSHA 현장 해설·사례 보강 후보,safety-management/zero-accident-movement.md
2,완료,anthropometry-design,인체측정·설계원칙,개념,4,772,현재 충분,아님,아님,권장,P2,,시각자료 권장,ergonomics/anthropometry-design.md
2,완료,articulation-index,음성통신 지수 — AI·SIL·PNC,개념,2,1102,현재 충분,아님,아님,낮음,READY,,현재 기출 중심 설명 구조로 우선 사용 가능,ergonomics/articulation-index.md
2,완료,availability,가용도 (Availability),계산,1,606,보강 권장,아님,아님,낮음,P1,,본문 606자로 얇음,ergonomics/availability.md
2,미시작,chemical-plant-safety-assessment,화학설비 안전성 평가 5단계,절차,0,45,미시작,아님,아님,낮음,HOLD,기존 완료 챕터 흡수 후보,기존 완료 챕터 흡수 후보,ergonomics/chemical-plant-safety-assessment.md
2,완료,compatibility,양립성,개념,1,507,보강 권장,아님,아님,낮음,P1,,본문 507자로 얇음,ergonomics/compatibility.md
2,완료,composite-noise,합성 소음,계산,1,604,보강 권장,아님,아님,낮음,P1,,본문 604자로 얇음,ergonomics/composite-noise.md
2,완료,cr-ratio,C/R비 (Control-Response),개념,1,934,현재 충분,아님,아님,권장,P2,,시각자료 권장,ergonomics/cr-ratio.md
2,완료,cutset-pathset,컷셋·패스셋·미니멀,개념,13,1055,현재 충분,아님,아님,필수,P2,,시각자료 필수,ergonomics/cutset-pathset.md
2,완료,ecrs-principle,ECRS 원리,개념,1,997,현재 충분,아님,아님,낮음,READY,,현재 기출 중심 설명 구조로 우선 사용 가능,ergonomics/ecrs-principle.md
2,완료,exclusive-or-gate,배타적 OR 게이트,개념,1,839,현재 충분,아님,아님,필수,P2,,시각자료 필수,ergonomics/exclusive-or-gate.md
2,완료,fmea,FMEA,개념,7,957,현재 충분,아님,아님,낮음,READY,,현재 기출 중심 설명 구조로 우선 사용 가능,ergonomics/fmea.md
2,완료,fta-procedure,FTA 수행 절차,절차,6,1025,현재 충분,아님,아님,낮음,READY,,현재 기출 중심 설명 구조로 우선 사용 가능,ergonomics/fta-procedure.md
2,완료,fta-symbols,FTA 사상기호와 게이트 기호,개념,11,993,현재 충분,아님,아님,필수,P2,,시각자료 필수,ergonomics/fta-symbols.md
2,완료,hazard-prevention-plan-qualification,유해·위험 방지계획서 작성 자격,개념+법령,1,967,보강 권장,필요,필요,낮음,P1,,법령 태그이나 전용 근거 영역 없음; KOSHA 현장 해설·사례 보강 후보,ergonomics/hazard-prevention-plan-qualification.md
2,미시작,hazop-guidewords,HAZOP·가이드워드,개념,0,45,미시작,아님,아님,낮음,HOLD,기존 완료 챕터 흡수 후보,기존 완료 챕터 흡수 후보,ergonomics/hazop-guidewords.md
2,완료,illuminance-luminance-reflectance,조도·휘도·반사율 관계,개념,1,1878,현재 충분,아님,아님,권장,P2,,시각자료 권장,ergonomics/illuminance-luminance-reflectance.md
2,완료,information-entropy,정보량 (엔트로피 H),계산,3,739,현재 충분,아님,아님,낮음,READY,,현재 기출 중심 설명 구조로 우선 사용 가능,ergonomics/information-entropy.md
2,미시작,inspired-volume-correction,흡기량 보정,계산,0,45,미시작,아님,아님,낮음,HOLD,기존 완료 챕터 흡수 후보,기존 완료 챕터 흡수 후보,ergonomics/inspired-volume-correction.md
2,완료,luminance,휘도 (L),계산,2,1013,현재 충분,아님,아님,낮음,READY,,현재 기출 중심 설명 구조로 우선 사용 가능,ergonomics/luminance.md
2,미시작,luminous-intensity,광도 (I),계산,0,45,미시작,아님,아님,낮음,HOLD,기존 완료 챕터 흡수 후보,기존 완료 챕터 흡수 후보,ergonomics/luminous-intensity.md
2,완료,maintenance-types,보전의 종류 5가지,개념,2,690,보강 권장,아님,아님,낮음,P1,,본문 690자로 얇음,ergonomics/maintenance-types.md
2,완료,man-machine-system-design,인간-기계 시스템 설계 6단계,절차,5,1167,현재 충분,아님,아님,권장,P2,,시각자료 권장,ergonomics/man-machine-system-design.md
2,완료,mil-std-882b-frequency,MIL-STD-882B 발생빈도 분류,개념,1,804,현재 충분,아님,아님,낮음,READY,,현재 기출 중심 설명 구조로 우선 사용 가능,ergonomics/mil-std-882b-frequency.md
2,미시작,msd-investigation-cycle,근골격계 유해요인 조사 주기,개념+법령,0,45,미시작,후속 검증,후속 검증,낮음,P2,독립 챕터 유지 후보,독립 챕터 유지 후보,ergonomics/msd-investigation-cycle.md
2,완료,msd-risk-factors,근골격계 유해요인 5종,개념,4,995,보강 권장,필요,아님,권장,P1,,KOSHA 현장 해설·사례 보강 후보; 시각자료 권장,ergonomics/msd-risk-factors.md
2,완료,mttf,MTTF (평균동작시간),계산,1,579,보강 권장,아님,아님,낮음,P1,,본문 579자로 얇음,ergonomics/mttf.md
2,완료,murrell-rest-formula,휴식시간 산정 (Murrell),계산,2,616,보강 권장,아님,아님,낮음,P1,,본문 616자로 얇음,ergonomics/murrell-rest-formula.md
2,완료,oxygen-consumption,산소소비량,계산,2,963,현재 충분,아님,아님,낮음,READY,,현재 기출 중심 설명 구조로 우선 사용 가능,ergonomics/oxygen-consumption.md
2,완료,point-source-illuminance,점광원 조도,계산,2,537,보강 권장,아님,아님,권장,P1,,본문 537자로 얇음; 시각자료 권장,ergonomics/point-source-illuminance.md
2,완료,qualitative-assessment-items,정성적 평가 항목,개념,2,1096,보강 권장,필요,아님,낮음,P1,,KOSHA 현장 해설·사례 보강 후보,ergonomics/qualitative-assessment-items.md
2,완료,quantitative-assessment-items,정량적 평가 항목,개념,4,1111,보강 권장,필요,아님,낮음,P1,,KOSHA 현장 해설·사례 보강 후보,ergonomics/quantitative-assessment-items.md
2,완료,reliability-rt,신뢰도 R(t),계산,1,584,보강 권장,아님,아님,낮음,P1,,본문 584자로 얇음,ergonomics/reliability-rt.md
2,미시작,risk-assessment-procedure,위험성평가 수행 절차,절차,0,45,미시작,후속 검증,후속 검증,낮음,P2,독립 챕터 유지 후보,독립 챕터 유지 후보,safety-management/risk-assessment-procedure.md
2,완료,rmr-energy-metabolism,RMR (에너지 대사율),계산,1,515,보강 권장,아님,아님,낮음,P1,,본문 515자로 얇음,ergonomics/rmr-energy-metabolism.md
2,완료,safety-assessment-basic-principles,안전성 평가 기본원칙 6단계,절차,1,621,보강 권장,필요,아님,낮음,P1,,본문 621자로 얇음; KOSHA 현장 해설·사례 보강 후보,ergonomics/safety-assessment-basic-principles.md
2,완료,safety-improvement-plan-items,안전보건개선계획서 항목,개념+법령,0,814,보강 권장,아님,필요,낮음,P1,,법령 태그이나 전용 근거 영역 없음,ergonomics/safety-improvement-plan-items.md
2,완료,series-parallel-reliability,직렬·병렬 신뢰도,계산,3,759,현재 충분,아님,아님,권장,P2,,시각자료 권장,ergonomics/series-parallel-reliability.md
2,완료,signal-detection-theory,신호검출이론 (SDT),개념,1,541,보강 권장,아님,아님,권장,P1,,본문 541자로 얇음; 시각자료 권장,ergonomics/signal-detection-theory.md
2,완료,swain-human-error,Swain 인간 실수 분류,개념,5,1204,현재 충분,아님,아님,낮음,READY,,현재 기출 중심 설명 구조로 우선 사용 가능,ergonomics/swain-human-error.md
2,완료,system-analysis-techniques,시스템 분석 기법 비교,개념,11,1177,현재 충분,아님,아님,권장,P2,,시각자료 권장,ergonomics/system-analysis-techniques.md
2,완료,system-lifecycle,시스템 수명주기 5단계,절차,5,1023,현재 충분,아님,아님,낮음,READY,,현재 기출 중심 설명 구조로 우선 사용 가능,ergonomics/system-lifecycle.md
2,완료,thermal-conditions-wbgt,온열조건 (WBGT·실효온도),개념,2,483,보강 우선,필요,아님,낮음,P0,,본문 483자; KOSHA 현장 해설·사례 보강 후보,ergonomics/thermal-conditions-wbgt.md
2,완료,therp-human-error,THERP·휴먼에러 정량화,개념,2,1336,현재 충분,아님,아님,낮음,READY,,현재 기출 중심 설명 구조로 우선 사용 가능,ergonomics/therp-human-error.md
2,완료,total-noise-dose,총 소음 노출량 (TND),계산,1,659,보강 권장,아님,아님,낮음,P1,,본문 659자로 얇음,ergonomics/total-noise-dose.md
2,완료,vdt-contrast,VDT 화면 대비,계산,1,608,보강 권장,아님,아님,낮음,P1,,본문 608자로 얇음,ergonomics/vdt-contrast.md
2,완료,weber-fechner-law,웨버-페히너 법칙,계산,1,694,보강 권장,아님,아님,낮음,P1,,본문 694자로 얇음,ergonomics/weber-fechner-law.md
2,미시작,workplace-illuminance-standard,작업면 조도 기준,개념+법령,0,45,미시작,아님,후속 검증,낮음,HOLD,근거 부족 정리 후보,근거 부족 정리 후보,ergonomics/workplace-illuminance-standard.md
2,완료,workplace-layout-principles,작업장 배치 원칙,개념,4,1058,보강 권장,필요,아님,권장,P1,,KOSHA 현장 해설·사례 보강 후보; 시각자료 권장,ergonomics/workplace-layout-principles.md
2,완료,z-score,표준화 변수 Z,계산,2,546,보강 권장,아님,아님,낮음,P1,,본문 546자로 얇음,ergonomics/z-score.md
3,완료,balance-flange-diameter,평형 플랜지 지름,개념,4,609,보강 권장,아님,아님,권장,P1,,본문 609자로 얇음; 시각자료 권장,mechanical/balance-flange-diameter.md
3,완료,boiler-safety-devices,보일러 안전장치,개념,15,742,보강 권장,필요,필요,권장,P1,,현행 법령·고시 직접 확인이 필요한 주제; KOSHA 현장 해설·사례 보강 후보; 시각자료 권장,mechanical/boiler-safety-devices.md
3,완료,circular-saw-devices,둥근톱기계 방호장치 분류,개념,5,570,보강 우선,필요,필요,필수,P0,,본문 570자로 얇음; 현행 법령·고시 직접 확인이 필요한 주제; KOSHA 현장 해설·사례 보강 후보; 시각자료 필수,mechanical/circular-saw-devices.md
3,완료,conveyor-safety,콘베이어 안전,개념+법령,10,975,보강 권장,필요,필요,필수,P1,,법령 태그이나 전용 근거 영역 없음; KOSHA 현장 해설·사례 보강 후보; 시각자료 필수,mechanical/conveyor-safety.md
3,완료,crane-passenger-safety,크레인 전용탑승설비 추락방지,개념+법령,1,490,보강 우선,필요,필요,필수,P0,,본문 490자; 법령 태그이나 전용 근거 영역 없음; KOSHA 현장 해설·사례 보강 후보; 시각자료 필수,mechanical/crane-passenger-safety.md
3,완료,crane-rope-load,크레인 로프 하중,계산,2,622,보강 권장,아님,아님,권장,P1,,본문 622자로 얇음; 시각자료 권장,mechanical/crane-rope-load.md
3,완료,crane-safety-devices,크레인 안전장치,개념,5,646,보강 우선,필요,필요,필수,P0,,본문 646자로 얇음; 현행 법령·고시 직접 확인이 필요한 주제; KOSHA 현장 해설·사례 보강 후보; 시각자료 필수,mechanical/crane-safety-devices.md
3,미시작,divider-blade-installation,분할날 설치 조건,개념,0,45,미시작,아님,아님,낮음,HOLD,기존 완료 챕터 흡수 후보,기존 완료 챕터 흡수 후보,mechanical/divider-blade-installation.md
3,완료,equipment-safety-three,설비 안전화 3가지 분류,개념,3,1055,보강 권장,필요,아님,권장,P1,,KOSHA 현장 해설·사례 보강 후보; 시각자료 권장,mechanical/equipment-safety-three.md
3,완료,five-pinch-points,기계의 5대 위험점,개념,3,711,보강 권장,필요,아님,필수,P1,,KOSHA 현장 해설·사례 보강 후보; 시각자료 필수,mechanical/five-pinch-points.md
3,완료,forklift-safety,지게차 안전,계산+법령,13,1227,보강 권장,필요,필요,권장,P1,,법령 태그이나 전용 근거 영역 없음; KOSHA 현장 해설·사례 보강 후보; 시각자료 권장,mechanical/forklift-safety.md
3,완료,grinder-exposure-angle,연삭기 노출각도 기준,개념+법령,2,594,보강 권장,아님,아님,필수,P1,,본문 594자로 얇음; 시각자료 필수,mechanical/grinder-exposure-angle.md
3,완료,grinder-rotation-speed,연삭숫돌 회전속도,계산,3,558,보강 권장,아님,아님,권장,P1,,본문 558자로 얇음; 시각자료 권장,mechanical/grinder-rotation-speed.md
3,완료,hand-pull-device-structure,수인식 방호장치 일반구조 기준,개념+법령,1,774,보강 권장,필요,필요,필수,P1,,법령 태그이나 전용 근거 영역 없음; KOSHA 현장 해설·사례 보강 후보; 시각자료 필수,mechanical/hand-pull-device-structure.md
3,완료,ilo-guard-opening,보호망·가드 개구부 안전간격,계산,2,647,보강 권장,아님,아님,필수,P1,,본문 647자로 얇음; 시각자료 필수,mechanical/ilo-guard-opening.md
3,완료,industrial-robot-safety,산업용 로봇 안전 조치,절차,10,1061,보강 권장,필요,필요,권장,P1,,현행 법령·고시 직접 확인이 필요한 주제; KOSHA 현장 해설·사례 보강 후보; 시각자료 권장,mechanical/industrial-robot-safety.md
3,미시작,machine-safety-six,기계설비 안전화 6종,개념,0,45,미시작,아님,아님,낮음,HOLD,기존 완료 챕터 흡수 후보,기존 완료 챕터 흡수 후보,mechanical/machine-safety-six.md
3,완료,machine-tools-safety,공작기계 안전 (선반·밀링·드릴),절차,22,973,보강 권장,필요,필요,필수,P1,,현행 법령·고시 직접 확인이 필요한 주제; KOSHA 현장 해설·사례 보강 후보; 시각자료 필수,mechanical/machine-tools-safety.md
3,완료,mold-safety,금형 설치·해체 안전조치와 안전블록,절차,10,907,보강 권장,필요,필요,필수,P1,,현행 법령·고시 직접 확인이 필요한 주제; KOSHA 현장 해설·사례 보강 후보; 시각자료 필수,mechanical/mold-safety.md
3,미시작,ndt-types,비파괴검사 종류,개념,0,45,미시작,아님,아님,낮음,HOLD,기존 완료 챕터 흡수 후보,기존 완료 챕터 흡수 후보,mechanical/ndt-types.md
3,완료,overload-prevention-device,양중기 과부하방지장치 기준,개념+법령,4,467,보강 우선,필요,필요,필수,P0,,본문 467자; 법령 태그이나 전용 근거 영역 없음; KOSHA 현장 해설·사례 보강 후보; 시각자료 필수,mechanical/overload-prevention-device.md
3,미시작,parallel-mesh-opening,평형 보호망 최대 구멍,계산,0,45,미시작,아님,아님,낮음,HOLD,기존 완료 챕터 흡수 후보,기존 완료 챕터 흡수 후보,mechanical/parallel-mesh-opening.md
3,완료,penetrant-test-procedure,침투탐상검사 순서 6단계,절차,2,957,현재 충분,아님,아님,권장,P2,,시각자료 권장,mechanical/penetrant-test-procedure.md
3,완료,press-device-conditions,프레스 방호장치 적용 조건과 SPM 기준,개념,2,1049,보강 권장,필요,필요,필수,P1,,현행 법령·고시 직접 확인이 필요한 주제; KOSHA 현장 해설·사례 보강 후보; 시각자료 필수,mechanical/press-device-conditions.md
3,완료,press-pre-work-checklist,프레스 작업시작 전 점검사항 7가지,절차+법령,9,833,보강 권장,필요,필요,권장,P1,,법령 태그이나 전용 근거 영역 없음; KOSHA 현장 해설·사례 보강 후보; 시각자료 권장,mechanical/press-pre-work-checklist.md
3,완료,press-safety-devices,프레스 방호장치 종류,개념,12,1054,보강 권장,필요,필요,필수,P1,,현행 법령·고시 직접 확인이 필요한 주제; KOSHA 현장 해설·사례 보강 후보; 시각자료 필수,mechanical/press-safety-devices.md
3,완료,press-safety-distance,프레스 방호장치 안전거리,계산,4,1288,현재 충분,아님,아님,필수,P2,,시각자료 필수,mechanical/press-safety-distance.md
3,미시작,press-shear-force,프레스 전단력,계산,0,45,미시작,아님,아님,낮음,HOLD,근거 부족 정리 후보,근거 부족 정리 후보,mechanical/press-shear-force.md
3,완료,roller-stop-rope-standard,롤러기 급정지장치 조작부 로프 기준,개념+법령,1,592,보강 권장,필요,아님,필수,P1,,본문 592자로 얇음; KOSHA 현장 해설·사례 보강 후보; 시각자료 필수,mechanical/roller-stop-rope-standard.md
3,완료,roller-stopping-distance,롤러기 급정지거리,계산,5,477,보강 우선,아님,아님,권장,P0,,본문 477자; 시각자료 권장,mechanical/roller-stopping-distance.md
3,완료,roller-surface-speed,롤러기 표면속도,계산,0,434,보강 우선,아님,아님,권장,P0,,본문 434자; 시각자료 권장,mechanical/roller-surface-speed.md
3,완료,safety-certification-8,안전인증대상 방호장치 판별,개념+법령,1,707,보강 권장,필요,아님,권장,P1,,KOSHA 현장 해설·사례 보강 후보; 시각자료 권장,mechanical/safety-certification-8.md
3,완료,safety-factor,안전계수 (SF),계산,6,602,보강 권장,아님,아님,낮음,P1,,본문 602자로 얇음,mechanical/safety-factor.md
3,완료,shaper-structure,형삭기 구조와 램,개념,1,641,보강 권장,필요,아님,필수,P1,,본문 641자로 얇음; KOSHA 현장 해설·사례 보강 후보; 시각자료 필수,mechanical/shaper-structure.md
3,완료,sling-wire-tension,슬링 와이어 장력,계산,1,550,보강 권장,아님,아님,권장,P1,,본문 550자로 얇음; 시각자료 권장,mechanical/sling-wire-tension.md
3,완료,test-types,재료 시험 종류,개념,14,1131,현재 충분,아님,아님,낮음,READY,,현재 기출 중심 설명 구조로 우선 사용 가능,mechanical/test-types.md
3,완료,vibration-diagnosis,진동 1차 설비진단법 3가지,개념,1,1051,현재 충분,아님,아님,권장,P2,,시각자료 권장,construction/vibration-diagnosis.md
3,완료,welding-defects,주요 용접 결함 종류,개념,3,899,보강 권장,필요,아님,권장,P1,,KOSHA 현장 해설·사례 보강 후보; 시각자료 권장,mechanical/welding-defects.md
3,완료,wire-rope-twist-types,와이어 로프 꼬임 종류,개념,2,692,보강 권장,필요,아님,필수,P1,,본문 692자로 얇음; KOSHA 현장 해설·사례 보강 후보; 시각자료 필수,mechanical/wire-rope-twist-types.md
4,미시작,basic-electric-terms,전기 기본 용어 정리,개념,0,45,미시작,아님,아님,낮음,HOLD,근거 부족 정리 후보,근거 부족 정리 후보,electrical/basic-electric-terms.md
4,완료,body-current,통전전류,계산,1,552,보강 권장,아님,아님,낮음,P1,,본문 552자로 얇음,electrical/body-current.md
4,완료,body-current-effect,인체 통전전류별 영향,개념,1,674,보강 권장,아님,아님,권장,P1,,본문 674자로 얇음; 시각자료 권장,electrical/body-current-effect.md
4,완료,body-resistance-factors,인체 피부 전기저항 영향 인자,개념,2,913,현재 충분,아님,아님,낮음,READY,,현재 기출 중심 설명 구조로 우선 사용 가능,electrical/body-resistance-factors.md
4,완료,breaker-types,차단기 종류 비교,개념,1,586,보강 권장,아님,아님,필수,P1,,본문 586자로 얇음; 시각자료 필수,electrical/breaker-types.md
4,완료,charge-capacitance,전하량·정전용량,계산,2,677,보강 권장,아님,아님,낮음,P1,,본문 677자로 얇음,electrical/charge-capacitance.md
4,완료,combined-resistance,합성저항 (직렬·병렬),계산,1,786,현재 충분,아님,아님,권장,P2,,시각자료 권장,electrical/combined-resistance.md
4,미시작,electric-shock-factors,감전 위험 4대 영향 요소,개념,0,45,미시작,아님,아님,낮음,HOLD,기존 완료 챕터 흡수 후보,기존 완료 챕터 흡수 후보,electrical/electric-shock-factors.md
4,완료,electrical-fire-causes,전기화재 원인,개념,8,1061,보강 권장,필요,아님,권장,P1,,KOSHA 현장 해설·사례 보강 후보; 시각자료 권장,electrical/electrical-fire-causes.md
4,완료,electrostatic-induction,정전유도 분배 전압,계산,3,692,보강 권장,아님,아님,권장,P1,,본문 692자로 얇음; 시각자료 권장,electrical/electrostatic-induction.md
4,완료,explosion-grade-vessel,폭발등급 측정 표준용기,개념+법령,3,901,보강 권장,아님,필요,권장,P1,,법령 태그이나 전용 근거 영역 없음; 시각자료 권장,electrical/explosion-grade-vessel.md
4,완료,explosion-proof-basics,방폭 3대 기본 개념,개념,1,839,보강 권장,필요,아님,권장,P1,,KOSHA 현장 해설·사례 보강 후보; 시각자료 권장,electrical/explosion-proof-basics.md
4,완료,explosion-proof-code,방폭전기기기 표시코드,개념,5,1168,보강 권장,필요,아님,필수,P1,,KOSHA 현장 해설·사례 보강 후보; 시각자료 필수,electrical/explosion-proof-code.md
4,완료,explosion-proof-fittings,금속관 방폭형 부속품,개념,2,778,보강 권장,필요,아님,필수,P1,,KOSHA 현장 해설·사례 보강 후보; 시각자료 필수,electrical/explosion-proof-fittings.md
4,완료,explosion-proof-types,방폭구조 대표 6가지,개념,16,1252,보강 권장,필요,아님,필수,P1,,KOSHA 현장 해설·사례 보강 후보; 시각자료 필수,electrical/explosion-proof-types.md
4,완료,explosion-temperature-class,방폭기기 온도등급 (T1~T6),개념+법령,4,814,보강 권장,아님,필요,낮음,P1,,법령 태그이나 전용 근거 영역 없음,electrical/explosion-temperature-class.md
4,완료,explosion-zones,폭발 위험 장소 0·1·2종,개념+법령,5,951,보강 권장,필요,필요,권장,P1,,법령 태그이나 전용 근거 영역 없음; KOSHA 현장 해설·사례 보강 후보; 시각자료 권장,electrical/explosion-zones.md
